condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,total_days
0,5,81.0,15.05,0,1,1,2,2.15
1,30,82.0,49.83,0,1,0,1,0.33
2,1,1.0,31.16,1,9,0,2,2.06
1,13,35.0,9.48,0,7,0,2,2.24
3,43,40.0,34.23,1,9,2,4,0.22
1,12,82.0,37.18,0,1,0,2,2.17
1,12,83.0,13.37,0,1,0,2,1.08
2,43,55.00000000000001,49.39,1,9,1,2,0.23
1,1,34.0,48.79,0,7,0,2,4.10
1,15,71.0,10.83,2,4,0,1,0.31
0,38,28.999999999999996,14.89,0,1,1,2,1.07
0,22,79.0,26.13,0,7,1,2,4.62
3,15,46.0,48.53,2,4,2,1,0.11
1,38,66.0,14.14,0,7,0,2,1.42
0,30,89.0,26.82,0,1,1,1,5.11
1,1,8.0,49.96,0,1,0,1,0.48
1,43,90.0,47.79,2,4,0,2,13.13
0,43,91.0,27.57,0,1,1,2,2.19
0,13,31.0,12.43,0,1,1,2,1.07
0,1,74.0,48.34,0,1,1,2,1.27
0,34,64.0,49.54,0,7,1,2,17.07
0,42,8.0,22.29,0,1,1,2,0.57
3,1,40.0,20.21,2,4,2,4,4.06
0,43,54.0,7.47,0,1,1,2,2.23
2,15,19.0,7.72,1,9,0,1,2.06
0,42,67.0,49.56,0,7,1,2,7.86
2,1,97.0,23.79,1,9,0,1,1.06
0,1,85.0,46.33,0,1,1,1,0.27
1,1,2.0,27.03,0,1,0,2,0.78
0,17,41.0,41.12,2,1,1,1,0.37
2,19,56.00000000000001,38.79,1,9,0,2,0.19
2,1,24.0,14.94,1,9,0,1,2.07
0,40,98.0,27.36,0,1,1,1,1.08
1,5,52.0,48.44,2,1,0,1,7.28
3,25,14.000000000000002,39.16,0,4,2,4,2.06
0,17,93.0,41.14,0,1,1,1,0.32
0,33,38.0,42.81,2,1,1,2,0.34
1,1,3.0,20.64,2,1,0,2,0.64
3,26,62.0,20.76,1,9,2,1,0.10
1,38,26.0,28.56,0,1,0,2,4.08
2,15,54.0,23.68,1,9,1,1,0.13
0,1,92.0,44.13,0,1,1,2,0.27
2,1,52.0,12.91,0,7,1,2,0.73
1,31,80.0,12.43,0,1,0,2,2.06
1,15,62.0,48.88,0,1,0,1,0.29
1,1,64.0,33.8,2,1,0,2,10.10
3,9,33.0,14.25,0,7,2,1,0.67
0,1,45.0,11.87,1,9,1,1,12.11
0,38,79.0,13.61,1,9,1,2,3.06
0,31,30.0,25.39,0,1,1,2,2.21
2,42,9.0,19.24,2,5,0,2,1.06
2,12,50.0,42.78,0,7,0,2,2.10
1,24,70.0,15.76,0,1,0,2,4.09
1,43,1.0,13.1,0,7,0,1,7.18
1,43,11.0,30.65,0,7,0,2,9.41
1,5,44.0,32.86,2,1,0,1,0.36
2,17,94.0,6.47,1,9,1,1,0.32
1,23,10.0,25.16,2,1,0,1,0.28
1,22,18.0,5.24,0,1,0,2,7.39
1,1,27.0,41.03,2,1,0,2,0.20
1,15,52.0,40.78,0,7,0,1,1.00
1,30,24.0,46.42,2,1,0,1,0.26
0,13,95.0,37.11,2,1,1,2,0.67
1,1,18.0,5.79,0,1,0,1,0.27
0,44,74.0,8.68,0,7,1,2,4.56
0,1,64.0,14.79,0,1,1,2,0.57
0,7,89.0,48.12,1,9,1,2,10.29
3,12,39.0,30.71,2,4,2,4,2.06
1,38,59.0,22.22,1,9,0,2,10.06
2,1,97.0,15.58,1,9,0,1,0.08
1,42,13.0,41.23,0,1,0,2,1.07
1,12,6.0,12.93,0,1,0,2,1.76
1,20,32.0,41.01,0,0,0,2,10.33
1,1,12.0,43.87,0,7,0,2,13.07
2,40,98.0,20.66,1,9,1,1,0.15
2,11,39.0,11.7,0,7,1,2,2.06
0,30,81.0,29.89,2,1,1,1,0.27
1,15,1.0,44.96,0,1,0,1,0.23
2,12,65.0,16.91,0,7,0,2,4.08
0,39,95.0,15.63,2,1,1,1,0.28
1,43,94.0,14.55,0,7,0,2,1.96
3,12,38.0,30.73,2,4,2,4,3.06
2,1,32.0,43.93,2,9,1,1,1.06
3,12,82.0,21.18,2,4,2,4,1.06
2,1,7.000000000000001,26.35,1,9,1,2,2.14
1,1,78.0,49.82,0,1,0,1,1.77
1,1,91.0,17.45,0,1,0,1,0.26
1,15,21.0,25.14,2,9,0,1,1.06
1,9,5.0,48.71,0,1,0,1,0.66
0,43,21.0,5.9,0,1,1,2,0.27
0,1,11.0,7.45,0,1,1,1,0.28
3,1,64.0,24.36,2,4,2,4,3.06
1,43,75.0,14.61,0,1,0,2,2.12
1,43,48.0,8.64,0,1,0,2,2.28
0,12,68.0,19.73,0,1,1,2,2.09
0,1,74.0,15.77,0,1,1,2,0.56
1,1,54.0,26.85,0,1,0,2,0.61
2,5,28.999999999999996,24.26,1,9,1,2,2.12
3,1,44.0,16.82,1,9,2,1,0.12
1,42,2.0,18.19,2,1,0,2,0.22
1,12,74.0,23.74,0,1,0,2,2.07
0,38,55.00000000000001,37.47,0,1,1,2,1.13
2,43,57.99999999999999,34.7,1,9,1,1,0.12
1,31,71.0,42.16,2,1,0,2,1.06
0,7,39.0,28.42,0,1,1,2,0.57
1,1,49.0,35.39,0,1,0,1,10.14
3,12,70.0,5.93,2,4,2,4,1.06
2,12,11.0,46.44,1,9,1,2,0.72
3,1,71.0,17.1,2,4,2,4,2.06
2,1,12.0,47.03,1,9,1,1,0.12
2,5,19.0,5.46,2,9,0,1,2.07
2,12,2.0,26.26,1,9,1,2,0.57
1,5,94.0,5.45,0,1,0,1,0.22
1,43,54.0,27.16,2,4,0,2,4.36
3,12,23.0,23.02,1,9,2,2,0.06
0,17,62.0,20.05,2,1,1,1,0.23
0,15,52.0,30.43,0,1,1,1,1.07
2,5,81.0,10.08,0,7,0,2,0.72
1,38,94.0,14.45,1,9,0,2,1.07
1,31,28.999999999999996,9.57,0,7,0,2,16.05
0,15,11.0,42.29,0,1,1,1,3.90
1,30,40.0,47.92,2,9,0,1,5.59
0,1,31.0,35.27,0,7,1,2,2.17
0,15,57.99999999999999,5.68,1,9,1,1,1.08
1,43,97.0,28.73,0,1,0,2,3.14
1,13,84.0,14.69,0,7,0,2,5.02
2,30,77.0,37.15,1,9,1,1,0.12
1,38,31.0,9.58,0,1,0,2,1.09
1,1,3.0,7.62,0,7,0,1,1.07
0,43,40.0,23.03,1,9,1,2,2.07
1,1,16.0,8.5,0,1,0,2,0.98
1,1,45.0,32.76,0,1,0,2,1.19
1,2,2.0,22.9,0,7,0,2,12.70
1,1,68.0,12.13,2,9,0,1,1.08
3,15,88.0,8.35,1,9,2,1,0.06
0,1,28.999999999999996,43.66,0,1,1,1,0.41
3,12,39.0,41.45,0,3,2,4,2.07
2,1,70.0,9.74,1,9,1,2,0.90
1,5,27.0,20.45,0,7,0,2,5.43
1,43,99.0,39.4,1,9,0,2,6.51
1,1,24.0,25.46,0,1,0,2,4.08
0,1,73.0,41.9,0,1,1,2,1.26
1,31,74.0,29.6,0,1,0,2,2.07
2,12,15.0,7.91,0,7,0,2,0.93
3,15,74.0,24.16,1,9,2,1,0.07
0,9,4.0,16.2,1,9,1,1,0.65
2,1,83.0,44.16,1,9,0,1,0.18
2,43,45.0,7.67,0,3,0,0,1.13
0,38,89.0,30.83,0,1,1,2,4.07
0,1,35.0,42.7,2,1,1,1,0.32
0,1,98.0,7.56,0,1,1,2,0.32
0,1,5.0,45.14,0,7,1,2,1.71
1,1,60.0,26.75,2,1,0,1,0.41
1,43,80.0,35.03,0,1,0,2,2.07
0,19,87.0,26.95,0,1,1,2,0.40
0,43,48.0,48.06,2,1,1,1,0.28
0,13,28.999999999999996,44.58,0,1,1,2,1.10
1,43,43.0,37.19,0,7,0,2,1.23
3,25,70.0,23.31,1,9,2,1,0.06
1,1,78.0,30.88,1,9,0,1,15.17
0,38,87.0,36.8,0,1,1,2,1.08
1,1,64.0,17.77,0,1,0,1,4.78
0,15,7.000000000000001,12.0,1,9,1,1,2.08
1,30,99.0,31.56,0,1,0,1,0.24
0,1,86.0,20.83,0,7,1,2,1.59
1,15,87.0,44.66,0,1,0,1,0.31
0,15,27.0,44.9,0,1,1,1,0.24
0,12,42.0,12.88,0,1,1,2,1.08
0,12,97.0,14.05,0,1,1,2,1.25
1,5,79.0,46.79,0,1,0,2,1.17
0,34,72.0,42.68,0,1,1,2,6.07
0,12,41.0,44.62,0,1,1,2,0.48
2,40,44.0,15.57,2,9,1,1,1.06
2,15,63.0,39.33,2,2,1,1,0.19
1,1,53.0,29.61,0,1,0,1,2.07
2,1,82.0,37.63,0,7,0,2,3.07
0,43,37.0,27.48,0,1,1,2,10.13
2,1,45.0,28.52,2,2,0,1,0.14
1,12,54.0,7.61,0,7,0,2,2.75
2,1,55.00000000000001,30.8,1,9,1,2,0.07
1,31,100.0,10.52,0,7,0,2,8.06
2,43,15.0,44.64,2,9,0,1,1.06
1,44,14.000000000000002,35.68,1,9,0,2,1.09
3,12,57.99999999999999,33.58,2,4,2,4,1.06
2,13,63.0,33.07,0,7,1,2,2.06
1,1,85.0,29.92,0,7,0,2,2.06
1,1,61.0,21.51,0,1,0,2,5.32
1,1,28.000000000000004,41.24,0,7,0,2,15.57
2,5,5.0,48.54,0,7,0,2,1.56
1,30,60.0,26.7,0,1,0,1,0.73
0,15,17.0,47.7,2,9,1,1,1.07
0,1,52.0,48.84,0,7,1,1,10.08
1,1,19.0,20.95,0,7,0,2,4.07
0,13,97.0,18.33,0,7,1,2,2.06
3,15,7.000000000000001,20.94,1,9,2,1,0.06
3,1,89.0,48.63,2,4,2,4,2.06
0,1,100.0,48.65,2,1,1,2,10.64
2,1,67.0,16.53,0,1,1,1,0.23
0,38,56.99999999999999,31.55,0,7,1,2,2.07
0,15,24.0,10.0,0,1,1,1,1.14
2,15,95.0,45.6,2,2,0,1,0.20
2,12,69.0,21.95,2,4,1,4,0.22
1,42,101.0,9.93,0,7,0,2,7.06
2,13,7.000000000000001,24.05,1,9,1,2,0.48
0,40,49.0,29.91,0,1,1,1,0.25
2,12,69.0,13.57,1,9,1,2,2.07
0,25,15.0,23.99,1,9,1,1,12.08
2,1,31.0,32.71,1,9,1,2,0.14
1,20,3.0,20.86,0,7,0,2,4.06
0,9,17.0,8.34,0,1,1,1,0.32
2,1,55.00000000000001,36.46,0,1,0,4,0.59
2,43,60.0,17.67,1,9,1,2,0.27
0,1,57.99999999999999,21.99,2,1,1,1,0.32
1,43,67.0,8.0,0,7,0,2,3.06
1,38,42.0,7.16,1,9,0,2,1.07
1,1,14.000000000000002,20.92,0,1,0,1,0.28
1,19,48.0,47.38,1,9,0,2,10.51
1,1,6.0,14.7,0,7,0,2,0.49
1,38,86.0,26.55,0,1,0,2,0.30
3,25,27.0,33.14,1,9,2,1,0.07
0,1,91.0,40.98,0,7,1,2,5.06
1,1,8.0,19.46,0,1,0,1,0.90
0,12,90.0,16.71,0,7,1,2,2.08
1,44,38.0,14.45,0,7,0,2,7.06
0,15,45.0,15.05,2,1,1,1,0.35
1,38,5.0,7.35,0,7,0,2,7.09
1,12,4.0,7.1,0,1,0,2,3.27
3,15,11.0,40.79,2,4,2,1,3.06
2,43,63.0,48.85,1,9,0,2,0.31
0,38,4.0,17.85,2,1,1,2,8.10
2,1,43.0,18.87,2,4,0,1,2.23
1,43,77.0,21.64,0,7,0,2,2.73
0,38,61.0,6.45,1,9,1,2,2.07
0,31,70.0,14.6,0,7,1,2,2.44
0,3,86.0,19.17,2,1,1,1,0.41
0,38,9.0,29.33,0,1,1,2,3.51
3,8,91.0,30.45,1,9,2,1,0.12
1,15,10.0,18.36,0,1,0,1,1.07
2,9,101.0,21.19,2,9,1,1,2.07
0,15,54.0,39.23,2,1,1,1,0.30
3,30,21.0,5.37,1,9,2,1,0.07
1,30,6.0,41.86,1,9,0,1,10.07
0,39,4.0,46.68,2,9,1,1,2.07
1,30,57.99999999999999,24.12,0,1,0,1,0.28
3,40,23.0,49.28,1,9,2,1,0.10
2,43,55.00000000000001,43.26,0,7,0,2,2.06
0,15,46.0,6.11,2,1,1,1,0.21
0,12,41.0,32.17,0,1,1,2,7.07
0,42,54.0,13.03,1,9,1,2,0.49
1,1,66.0,12.49,1,9,0,2,6.73
2,31,21.0,7.5,0,7,0,2,2.07
0,1,83.0,42.51,0,1,1,1,0.27
0,43,34.0,33.88,0,7,1,2,7.06
3,1,31.0,44.36,2,9,2,1,2.06
0,15,93.0,17.13,0,1,1,1,6.07
1,43,57.99999999999999,48.79,0,1,0,2,2.08
0,1,41.0,12.32,0,1,1,2,0.76
1,1,51.0,31.66,2,1,0,1,0.33
0,15,61.0,10.9,0,1,1,1,1.09
0,3,89.0,29.3,0,7,1,2,1.05
0,43,32.0,12.13,0,1,1,2,0.91
2,19,75.0,31.44,0,7,0,2,0.94
3,12,62.0,16.15,2,4,2,4,1.06
2,21,101.0,40.92,1,9,0,1,0.14
0,0,90.0,10.54,0,1,1,2,8.11
2,1,19.0,18.54,1,9,0,2,10.07
1,30,1.0,5.9,0,1,0,1,0.28
0,15,54.0,12.21,0,1,1,1,1.27
0,15,51.0,33.12,0,1,1,1,0.37
1,1,70.0,36.73,0,1,0,2,1.07
1,12,19.0,9.04,1,9,0,2,1.90
3,1,32.0,16.11,1,9,2,1,0.07
2,12,17.0,21.7,0,7,1,2,5.40
1,1,6.0,45.39,0,7,0,2,2.06
1,30,101.0,36.07,0,1,0,1,0.44
1,1,94.0,25.41,0,7,0,2,2.09
1,12,47.0,38.4,0,1,0,2,2.10
2,31,68.0,38.5,0,7,0,2,4.07
2,1,67.0,49.17,1,9,1,1,0.14
1,30,61.0,31.96,2,1,0,1,0.32
2,38,87.0,34.04,0,7,1,2,1.06
3,15,63.0,48.63,2,4,2,1,2.06
1,15,38.0,10.81,0,1,0,1,1.24
1,1,88.0,5.88,0,1,0,1,2.32
0,15,18.0,42.11,2,9,1,1,0.56
0,31,17.0,38.31,0,7,1,2,2.06
0,38,18.0,38.41,0,7,1,2,1.06
2,1,76.0,36.99,0,7,0,2,0.48
2,12,66.0,40.22,1,9,0,4,0.15
1,19,54.0,30.36,0,1,0,2,2.07
1,12,89.0,43.1,0,1,0,2,0.82
0,1,15.0,12.03,0,7,1,2,2.58
0,5,98.0,13.74,0,1,1,1,2.09
0,20,94.0,16.77,1,9,1,2,0.73
1,22,98.0,38.72,0,7,0,2,2.08
2,38,88.0,17.11,1,9,0,2,1.08
1,43,28.000000000000004,32.11,2,4,0,2,11.28
0,1,93.0,11.06,0,7,1,2,4.23
1,12,25.0,34.19,0,7,0,2,0.58
1,1,69.0,7.36,1,9,0,1,1.10
0,7,31.0,41.8,0,7,1,2,5.05
2,15,99.0,45.31,2,9,1,1,0.91
2,1,32.0,16.89,1,9,1,1,0.14
2,39,30.0,39.01,1,9,1,1,0.17
1,12,93.0,43.31,0,1,0,2,2.09
2,30,5.0,18.98,1,9,0,1,0.20
0,19,10.0,33.63,0,7,1,2,5.91
1,38,35.0,18.41,0,7,0,2,6.09
1,1,92.0,17.26,2,9,0,1,1.08
1,1,61.0,48.19,0,1,0,2,0.40
0,12,100.0,42.0,0,1,1,2,0.23
2,43,39.0,35.39,0,7,0,2,3.07
0,5,57.99999999999999,35.82,0,1,1,1,2.10
2,12,97.0,18.95,1,9,1,2,3.19
0,43,9.0,23.74,0,1,1,1,0.28
3,1,83.0,14.69,2,4,2,4,2.06
0,40,40.0,30.19,2,9,1,1,0.85
1,43,56.99999999999999,38.69,0,1,0,2,6.73
1,1,87.0,5.58,2,1,0,1,10.45
1,43,56.99999999999999,20.89,0,1,0,2,2.90
1,1,22.0,23.21,1,9,0,1,3.07
1,43,87.0,49.41,0,1,0,2,5.13
0,15,96.0,26.17,2,1,1,1,0.44
1,1,47.0,23.72,0,1,0,2,0.90
1,43,37.0,22.92,2,4,0,2,2.16
0,40,13.0,13.96,1,9,1,1,0.90
2,43,74.0,30.05,1,9,1,2,5.11
1,12,62.0,16.96,1,9,0,2,2.11
0,1,62.0,11.19,0,1,1,2,2.08
2,1,93.0,24.32,0,1,1,2,1.06
0,1,84.0,17.89,1,9,1,1,0.58
2,1,99.0,25.27,0,7,1,2,1.05
0,12,47.0,15.29,1,9,1,2,4.07
1,1,12.0,22.6,0,1,0,1,0.33
3,15,67.0,38.47,1,9,2,1,0.06
2,12,16.0,7.68,0,7,0,2,2.06
2,35,70.0,47.59,2,4,0,1,0.43
0,1,86.0,6.53,1,9,1,1,1.08
0,12,31.0,10.17,0,1,1,2,1.34
1,35,85.0,38.61,0,1,0,1,0.31
1,31,79.0,25.08,0,1,0,2,2.29
3,26,74.0,32.89,1,9,2,1,0.14
2,43,9.0,37.17,0,7,0,2,2.06
0,43,32.0,43.67,0,1,1,1,0.30
1,15,70.0,17.27,0,7,0,1,1.56
1,15,16.0,16.24,0,1,0,1,0.38
3,31,99.0,42.39,2,4,2,4,1.06
0,38,59.0,19.22,0,1,1,2,7.07
0,40,101.0,33.24,2,1,1,1,0.30
0,9,19.0,15.98,2,9,1,1,0.73
1,1,69.0,5.1,0,1,0,2,0.89
0,15,27.0,38.15,0,1,1,1,0.26
1,22,43.0,10.22,0,7,0,2,2.06
1,15,40.0,15.81,0,7,0,1,0.56
0,17,33.0,35.75,0,1,1,1,0.33
0,30,85.0,8.34,2,1,1,1,11.13
3,1,82.0,13.09,1,9,2,1,0.10
0,1,85.0,31.18,2,1,1,2,0.38
0,12,19.0,41.57,0,1,1,2,0.24
0,44,52.0,13.63,0,1,1,2,11.09
2,1,11.0,23.05,1,9,1,1,0.10
1,1,37.0,47.53,0,1,0,2,3.21
1,1,23.0,12.38,1,9,0,2,7.57
1,16,41.0,41.41,0,7,0,2,12.07
0,17,11.0,16.83,0,1,1,1,0.39
0,28,2.0,7.25,0,7,1,1,10.08
1,12,75.0,39.9,0,1,0,2,0.23
1,1,21.0,14.07,0,1,0,1,0.49
0,1,39.0,17.37,0,1,1,2,0.24
2,1,93.0,18.25,0,7,0,2,1.12
3,43,12.0,45.86,2,2,2,2,0.07
1,12,74.0,42.05,0,7,0,2,1.56
0,15,86.0,44.35,1,9,1,1,0.26
0,43,22.0,9.84,0,1,1,2,1.08
2,17,94.0,33.37,2,4,1,1,2.06
2,43,56.99999999999999,7.56,1,9,0,2,14.08
3,12,4.0,17.3,2,4,2,4,0.56
1,1,50.0,43.35,0,7,0,2,2.06
1,12,91.0,44.15,0,7,0,2,2.06
1,12,89.0,20.33,0,1,0,2,1.08
0,1,89.0,40.04,1,9,1,2,7.22
1,31,84.0,46.54,0,1,0,2,0.25
1,43,15.0,35.9,1,9,0,1,0.23
0,38,19.0,8.6,0,7,1,2,6.06
0,1,77.0,38.83,0,1,1,2,0.30
2,40,19.0,48.75,1,9,1,1,2.06
1,1,51.0,11.85,2,1,0,1,0.28
1,1,65.0,23.08,2,1,0,2,5.89
2,20,5.0,26.9,1,9,1,2,0.28
1,31,22.0,49.45,0,1,0,2,8.07
0,38,14.000000000000002,26.82,0,1,1,2,5.08
0,38,78.0,46.22,1,9,1,2,0.73
0,5,70.0,40.23,0,1,1,2,1.56
1,1,77.0,11.8,0,1,0,2,0.50
2,30,27.0,13.6,1,9,0,1,0.15
2,12,75.0,5.69,0,7,1,2,0.52
1,15,3.0,22.28,0,7,0,1,2.06
1,31,42.0,20.68,0,7,0,2,7.17
1,1,27.0,27.16,2,1,0,1,1.98
0,1,17.0,47.05,0,7,1,2,0.56
0,13,78.0,36.39,0,7,1,2,3.46
1,5,50.0,22.5,0,1,0,2,0.48
1,31,32.0,39.94,0,1,0,2,2.25
1,43,44.0,33.07,0,1,0,2,0.82
0,43,97.0,10.16,0,7,1,2,3.06
2,40,86.0,29.13,2,9,1,1,1.07
0,5,95.0,15.58,2,1,1,1,0.34
1,25,23.0,14.3,0,8,0,2,3.06
1,5,89.0,14.76,0,1,0,2,1.38
2,1,71.0,19.36,1,9,0,1,0.22
2,30,1.0,38.24,2,4,0,1,0.07
2,1,11.0,40.53,0,7,0,2,2.07
0,15,93.0,38.21,0,1,1,1,0.25
1,1,33.0,8.29,2,1,0,2,0.21
1,1,49.0,49.19,2,1,0,2,7.29
1,1,96.0,13.92,0,1,0,1,1.10
0,1,18.0,48.25,0,1,1,2,2.16
1,12,46.0,37.43,0,1,0,2,5.06
1,43,16.0,44.71,0,1,0,2,5.08
2,38,43.0,27.26,1,9,1,2,0.21
2,15,78.0,46.5,1,9,1,1,0.15
1,1,59.0,38.23,0,7,0,2,0.81
0,1,45.0,46.81,2,1,1,1,0.27
2,1,35.0,23.07,1,9,1,1,0.12
0,1,36.0,40.29,0,1,1,2,8.08
3,21,78.0,33.58,2,4,2,1,0.14
1,1,5.0,38.69,0,1,0,2,2.20
0,13,9.0,10.53,0,1,1,2,0.82
1,30,26.0,21.19,0,1,0,1,0.28
3,15,24.0,16.11,1,9,2,1,0.14
0,16,24.0,18.26,0,7,1,2,10.07
0,1,10.0,46.35,0,1,1,2,0.24
0,11,80.0,9.66,2,1,1,2,7.65
0,38,75.0,37.5,1,9,1,2,0.47
1,20,6.0,12.56,0,1,0,2,0.24
1,5,72.0,32.43,0,1,0,2,2.06
1,7,8.0,12.14,0,1,0,2,4.07
1,43,15.0,47.82,0,1,0,2,1.06
2,43,36.0,39.01,2,1,0,2,1.85
2,5,9.0,24.26,1,9,0,2,4.08
2,29,91.0,13.04,2,4,0,1,3.06
0,42,90.0,39.35,1,9,1,2,1.49
0,40,57.99999999999999,25.24,1,9,1,1,2.10
2,38,15.0,43.81,1,9,1,2,2.08
1,1,86.0,14.36,0,1,0,2,5.08
0,1,98.0,38.12,0,1,1,2,1.07
0,15,83.0,11.11,2,1,1,1,0.73
2,5,2.0,37.92,1,9,1,2,1.12
0,12,30.0,10.44,0,7,1,2,14.58
1,1,5.0,42.99,1,9,0,1,1.06
2,38,101.0,40.0,0,7,1,2,0.40
2,15,55.00000000000001,15.01,1,9,0,1,0.12
1,1,53.0,47.23,0,1,0,1,8.08
1,1,73.0,32.94,0,1,0,2,0.58
2,43,89.0,48.68,1,9,0,1,0.15
2,15,17.0,33.13,1,9,0,1,0.10
1,43,72.0,23.53,0,7,0,2,7.28
2,1,54.0,29.54,0,7,0,2,1.06
0,5,54.0,20.17,0,1,1,2,2.26
1,30,14.000000000000002,5.68,1,9,0,1,6.08
0,1,57.99999999999999,45.05,2,9,1,1,1.06
2,1,94.0,6.0,0,7,1,2,1.05
0,1,7.000000000000001,29.68,0,1,1,2,2.07
1,30,15.0,10.7,2,9,0,1,1.06
2,38,78.0,47.46,1,9,0,2,0.64
1,38,12.0,15.48,0,1,0,2,1.08
2,43,53.0,10.78,1,9,0,1,0.20
1,42,71.0,49.07,0,7,0,2,1.07
1,43,56.99999999999999,23.36,0,7,0,2,1.06
0,39,99.0,10.54,0,1,1,1,0.49
0,1,26.0,26.47,0,1,1,2,0.27
1,1,34.0,38.92,0,1,0,2,1.08
1,19,96.0,33.3,0,1,0,2,1.07
0,20,92.0,8.93,0,1,1,2,1.07
1,1,56.00000000000001,38.03,0,7,0,1,3.31
1,38,36.0,47.89,0,7,0,2,3.08
1,1,96.0,33.75,0,1,0,1,0.71
2,15,25.0,33.45,1,9,1,1,1.06
1,5,65.0,7.68,0,7,0,2,6.65
2,25,46.0,29.3,1,9,1,2,6.06
0,9,18.0,11.4,0,1,1,1,0.40
1,38,9.0,45.98,0,1,0,2,3.09
0,38,66.0,16.6,0,1,1,2,10.42
2,1,5.0,7.52,0,7,1,1,1.06
1,3,93.0,6.67,0,1,0,1,0.24
2,1,96.0,49.21,1,9,0,1,0.15
2,13,64.0,11.21,0,1,1,2,0.22
2,1,78.0,15.87,0,7,1,2,1.56
0,43,25.0,38.86,0,1,1,4,0.65
3,12,30.0,40.83,2,4,2,4,1.06
1,12,14.000000000000002,33.45,0,1,0,2,1.08
1,1,23.0,46.26,1,9,0,1,2.08
0,9,77.0,21.92,1,9,1,1,3.09
3,12,1.0,28.5,2,4,2,4,1.06
0,1,15.0,26.06,2,1,1,2,0.25
0,1,52.0,38.27,0,1,1,2,6.23
1,1,34.0,23.74,0,7,0,1,1.06
0,30,59.0,8.19,2,1,1,1,0.28
2,43,23.0,33.11,0,1,1,1,0.23
1,38,59.0,34.88,0,1,0,2,2.07
1,15,20.0,15.12,1,9,0,1,1.08
0,43,60.0,36.26,0,1,1,2,0.24
2,1,28.000000000000004,7.85,1,9,0,2,0.06
1,43,87.0,17.42,0,1,0,2,1.08
1,19,73.0,30.4,2,1,0,1,0.25
1,1,88.0,25.31,0,1,0,2,0.39
1,30,8.0,18.56,2,1,0,1,0.42
0,43,95.0,39.88,0,7,1,2,16.06
0,1,23.0,14.33,2,1,1,2,0.23
2,20,88.0,43.38,0,7,0,2,15.06
0,38,42.0,17.92,0,1,1,2,1.30
1,7,72.0,21.44,0,7,0,2,2.08
2,1,53.0,10.83,1,9,0,1,0.21
2,17,37.0,7.29,2,9,1,1,3.08
2,2,5.0,48.0,0,7,0,2,2.07
1,38,10.0,27.9,1,9,0,2,1.08
1,5,75.0,30.91,1,9,0,1,15.11
2,34,91.0,6.85,1,9,1,2,0.14
2,1,76.0,20.52,1,9,1,1,0.25
2,1,93.0,37.21,1,9,0,2,16.57
0,15,99.0,20.61,2,1,1,1,1.79
1,43,83.0,16.07,0,1,0,2,1.36
0,5,59.0,18.99,0,1,1,1,2.09
1,13,81.0,20.93,1,9,0,2,0.41
0,5,93.0,7.59,0,1,1,2,6.92
0,2,33.0,7.67,0,1,1,2,2.20
1,15,78.0,18.69,0,1,0,1,0.63
3,1,81.0,20.45,2,4,2,4,1.05
1,1,96.0,35.73,0,7,0,2,3.08
0,1,7.000000000000001,36.53,0,1,1,2,2.08
3,1,4.0,33.74,0,7,2,2,3.06
2,19,67.0,7.74,2,4,1,2,2.06
0,5,48.0,26.07,2,9,1,1,1.07
0,40,74.0,34.09,0,7,1,1,4.99
1,1,33.0,38.48,0,7,0,2,2.07
0,31,21.0,25.05,1,9,1,2,7.79
2,38,44.0,13.04,2,4,1,2,1.56
2,38,72.0,15.56,0,7,1,2,2.08
1,1,22.0,43.04,0,7,0,1,1.08
1,38,32.0,49.93,0,1,0,2,1.13
1,1,70.0,23.39,2,1,0,1,0.34
0,25,69.0,33.11,1,9,1,1,1.10
1,1,49.0,35.87,0,1,0,2,1.19
1,5,27.0,34.71,0,1,0,1,0.30
2,1,86.0,21.37,2,2,1,2,0.39
0,38,11.0,47.03,0,1,1,2,0.24
2,19,95.0,21.06,0,7,0,2,5.06
0,1,19.0,43.01,0,1,1,2,1.16
1,43,83.0,43.0,1,9,0,2,2.82
1,37,72.0,37.84,0,1,0,1,0.22
0,31,40.0,44.18,1,9,1,2,1.70
0,43,7.000000000000001,20.94,0,1,1,2,1.11
0,39,86.0,8.41,1,9,1,1,1.13
0,44,91.0,33.5,0,1,1,2,1.07
3,25,45.0,28.34,1,9,2,1,0.06
0,12,66.0,22.63,0,7,1,2,0.74
0,43,78.0,18.91,0,1,1,2,0.24
0,43,38.0,25.46,0,1,1,2,1.56
2,15,28.000000000000004,22.1,2,9,1,1,1.07
2,12,23.0,15.36,1,9,1,2,1.07
1,19,39.0,34.5,0,1,0,2,4.30
2,15,48.0,35.33,1,9,0,1,0.13
2,1,93.0,15.92,1,9,1,2,2.14
2,12,34.0,7.12,0,1,0,2,5.07
1,5,99.0,46.84,0,1,0,2,0.79
1,21,90.0,36.79,0,1,0,1,9.22
3,25,22.0,24.31,2,4,2,4,1.06
1,43,40.0,33.37,0,1,0,2,3.10
2,9,57.99999999999999,9.48,1,9,0,1,2.06
0,30,17.0,11.98,0,1,1,1,1.48
1,15,90.0,26.8,0,1,0,1,0.36
1,43,1.0,12.3,0,1,0,2,1.07
1,43,90.0,7.31,0,7,0,2,1.06
0,40,41.0,35.52,1,9,1,1,3.17
